age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,pdays2
0.17142857142857143,1,1,2,0,2,0,0,6,0,0.029411764705882353,1.0,0.0,1,0.33333333333333337,0.269680436476996,0.19246861924686165,0.15374149659863948,0.512287334593573,0,0
0.30000000000000004,7,2,3,0,0,0,1,6,0,0.08823529411764705,1.0,0.0,1,0.9375,0.6987529228370946,0.6025104602510458,0.9569160997732425,0.8597353497164448,0,0
0.10000000000000003,7,1,3,0,2,0,1,4,4,0.0,1.0,0.0,1,1.0,0.8823070927513612,0.37656903765690375,0.9811791383219953,1.0,0,0
0.2857142857142857,7,1,2,0,1,1,1,4,0,0.0588235294117647,1.0,0.0,1,1.0,0.8823070927513612,0.37656903765690375,0.9804988662131519,1.0,0,0
0.41428571428571426,0,1,6,0,2,0,0,7,1,0.0,1.0,0.0,1,0.6875,0.3893219017926697,0.36820083682008353,0.8063492063492063,0.8778827977315693,0,0
0.2,7,2,6,0,0,0,0,9,2,0.0588235294117647,1.0,0.3333333333333333,0,0.4791666666666667,0.7786438035853394,0.5564853556485354,0.05646258503401361,0.0,0,0
0.2,0,2,6,0,2,0,0,9,1,0.08823529411764705,1.0,0.0,1,0.4791666666666667,0.7786438035853394,0.5564853556485354,0.05532879818594105,0.0,0,0
0.3285714285714286,2,1,6,1,2,0,0,7,1,0.029411764705882353,1.0,0.0,1,0.6875,0.3893219017926697,0.36820083682008353,0.8063492063492063,0.8778827977315693,0,0
0.18571428571428572,7,0,5,0,0,0,0,7,3,0.0,1.0,0.16666666666666666,0,0.6875,0.3893219017926697,0.36820083682008353,0.7977324263038549,0.8778827977315693,0,0
0.24285714285714288,1,1,2,1,0,0,1,6,2,0.0,1.0,0.0,1,0.9375,0.6987529228370946,0.6025104602510458,0.9569160997732425,0.8597353497164448,0,0
0.10000000000000003,7,2,1,1,2,0,0,3,2,0.0,1.0,0.0,1,1.0,0.6691348402182271,0.3389121338912131,0.9802721088435374,1.0,0,0
0.2571428571428571,6,2,0,0,0,0,0,3,2,0.0,1.0,0.0,1,1.0,0.6691348402182271,0.3389121338912131,0.9825396825396825,1.0,0,0
0.2571428571428571,0,1,3,0,0,0,1,6,4,0.029411764705882353,1.0,0.0,1,0.9375,0.6987529228370946,0.6025104602510458,0.9578231292517007,0.8597353497164448,0,0
0.41428571428571426,1,1,0,0,2,0,1,4,2,0.029411764705882353,1.0,0.0,1,1.0,0.8823070927513612,0.37656903765690375,0.9802721088435374,1.0,0,0
0.15714285714285714,0,2,3,0,0,0,0,6,0,0.029411764705882353,1.0,0.0,1,0.33333333333333337,0.269680436476996,0.19246861924686165,0.15374149659863948,0.512287334593573,0,0
0.12857142857142856,7,2,6,0,0,0,0,3,4,0.029411764705882353,1.0,0.0,1,1.0,0.6691348402182271,0.3389121338912131,0.98140589569161,1.0,0,0
0.37142857142857144,0,0,6,0,0,0,0,3,4,0.14705882352941174,1.0,0.0,1,1.0,0.6691348402182271,0.3389121338912131,0.9800453514739228,1.0,0,0
0.4,0,0,6,0,2,0,1,3,1,0.08823529411764705,1.0,0.0,1,1.0,0.6691348402182271,0.3389121338912131,0.9811791383219953,1.0,0,0
0.3857142857142857,2,1,6,1,2,2,0,1,1,0.029411764705882353,1.0,0.0,1,1.0,0.4844115354637495,0.6150627615062758,0.9818594104308388,1.0,0,0
0.4571428571428572,1,1,0,0,0,2,0,3,3,0.0,1.0,0.0,1,1.0,0.6691348402182271,0.3389121338912131,0.9809523809523809,1.0,1,0
0.5285714285714286,7,1,1,1,2,0,0,3,3,0.14705882352941174,1.0,0.0,1,1.0,0.6691348402182271,0.3389121338912131,0.9811791383219953,1.0,0,0
0.30000000000000004,9,0,3,0,0,0,0,5,1,0.0,0.4,0.3333333333333333,2,0.33333333333333337,0.45518316445829754,0.6694560669456067,0.0009070294784580546,0.17051039697542336,1,1
0.15714285714285714,9,2,6,0,2,2,0,1,4,0.0588235294117647,1.0,0.0,1,1.0,0.4844115354637495,0.6150627615062758,0.9823129251700679,1.0,0,0
0.3142857142857143,4,1,3,0,0,2,0,1,4,0.0,1.0,0.0,1,1.0,0.4844115354637495,0.6150627615062758,0.9818594104308388,1.0,0,0
0.37142857142857144,9,1,5,1,2,0,1,6,0,0.1764705882352941,1.0,0.0,1,0.9375,0.6987529228370946,0.6025104602510458,0.9589569160997732,0.8597353497164448,0,0
0.2857142857142857,9,1,5,0,2,0,0,1,1,0.0,1.0,0.0,1,1.0,0.4844115354637495,0.6150627615062758,0.9818594104308388,1.0,1,0
0.2571428571428571,9,0,5,0,0,0,1,6,4,0.0,1.0,0.0,1,0.9375,0.6987529228370946,0.6025104602510458,0.957142857142857,0.8597353497164448,0,0
0.14285714285714285,1,1,1,1,0,0,0,6,1,0.029411764705882353,1.0,0.16666666666666666,0,0.33333333333333337,0.269680436476996,0.19246861924686165,0.1505668934240363,0.512287334593573,0,0
0.41428571428571426,0,2,7,1,0,0,1,6,2,0.0,1.0,0.0,1,0.9375,0.6987529228370946,0.6025104602510458,0.9580498866213151,0.8597353497164448,0,0
0.2285714285714286,0,1,6,0,0,0,0,1,3,0.0,1.0,0.0,1,1.0,0.4844115354637495,0.6150627615062758,0.98140589569161,1.0,0,0
0.2857142857142857,9,1,6,0,2,2,0,5,3,0.0,1.0,0.16666666666666666,0,0.33333333333333337,0.25019485580669,0.03347280334727998,0.23854875283446705,0.512287334593573,0,0
0.2142857142857143,7,1,3,1,2,0,1,4,1,0.0588235294117647,1.0,0.0,1,1.0,0.8823070927513612,0.37656903765690375,0.9591836734693878,1.0,0,0
0.4714285714285714,9,2,6,0,0,0,0,4,0,0.029411764705882353,1.0,0.0,1,0.10416666666666674,0.2969602494154273,0.41841004184100417,0.1435374149659864,0.4257088846880883,0,0
0.17142857142857143,1,2,0,1,2,0,1,4,3,0.0,1.0,0.0,1,1.0,0.8823070927513612,0.37656903765690375,0.9589569160997732,1.0,0,0
0.4285714285714286,9,1,6,0,0,0,0,1,2,0.1764705882352941,1.0,0.0,1,1.0,0.4844115354637495,0.6150627615062758,0.9811791383219953,1.0,0,0
0.14285714285714285,1,2,2,0,2,0,1,4,4,0.0,1.0,0.0,1,1.0,0.8823070927513612,0.37656903765690375,0.9589569160997732,1.0,0,0
0.2571428571428571,1,1,1,0,2,0,1,6,4,0.0,1.0,0.0,1,0.9375,0.6987529228370946,0.6025104602510458,0.9578231292517007,0.8597353497164448,0,0
0.4,4,0,3,0,0,0,0,7,4,0.0,1.0,0.0,1,0.6875,0.3893219017926697,0.36820083682008353,0.7902494331065759,0.8778827977315693,0,0
0.18571428571428572,9,2,7,0,2,0,0,6,4,0.0,1.0,0.16666666666666666,0,0.33333333333333337,0.269680436476996,0.19246861924686165,0.15850340136054422,0.512287334593573,0,0
0.02857142857142858,8,2,7,0,0,0,0,8,1,0.0588235294117647,1.0,0.5,0,0.4791666666666667,0.9353078721745831,0.05439330543933041,0.07755102040816325,0.0,0,0
0.24285714285714288,7,1,3,1,2,0,0,6,3,0.0,1.0,0.0,1,0.33333333333333337,0.269680436476996,0.19246861924686165,0.16077097505668933,0.512287334593573,0,0
0.2857142857142857,1,1,2,1,1,1,1,4,0,0.0,1.0,0.0,1,1.0,0.8823070927513612,0.37656903765690375,0.9823129251700679,1.0,0,0
0.8285714285714285,5,1,6,0,0,0,0,1,2,0.0,1.0,0.16666666666666666,0,0.3541666666666667,0.7116134060794934,0.5230125523012552,0.0598639455782313,0.10586011342154933,0,0
0.3857142857142857,2,0,5,0,2,0,0,3,3,0.0588235294117647,1.0,0.0,1,1.0,0.6691348402182271,0.3389121338912131,0.9809523809523809,1.0,0,0
0.2,3,1,0,0,2,2,0,6,0,0.0,1.0,0.0,1,0.33333333333333337,0.269680436476996,0.19246861924686165,0.15374149659863948,0.512287334593573,0,0
0.30000000000000004,4,2,6,1,0,0,0,6,2,0.029411764705882353,1.0,0.0,1,0.33333333333333337,0.269680436476996,0.19246861924686165,0.15691609977324264,0.512287334593573,0,0
0.2,0,1,6,0,0,0,1,7,2,0.0,1.0,0.0,1,0.6875,0.3893219017926697,0.36820083682008353,0.8972789115646257,0.8778827977315693,0,0
0.15714285714285714,0,2,2,0,0,0,0,6,1,0.029411764705882353,1.0,0.0,1,0.33333333333333337,0.269680436476996,0.19246861924686165,0.1505668934240363,0.512287334593573,0,0
0.37142857142857144,7,1,5,0,0,0,0,1,1,0.029411764705882353,1.0,0.0,1,1.0,0.4844115354637495,0.6150627615062758,0.9829931972789113,1.0,0,0
0.2,7,1,3,0,0,2,0,3,0,0.0588235294117647,1.0,0.0,1,1.0,0.6691348402182271,0.3389121338912131,0.9800453514739228,1.0,0,0
0.5428571428571428,5,1,6,0,2,0,0,4,4,0.0,1.0,0.3333333333333333,0,0.10416666666666674,0.2969602494154273,0.41841004184100417,0.1417233560090703,0.4257088846880883,0,0
0.2142857142857143,1,1,2,0,2,0,0,6,2,0.0,1.0,0.0,1,0.33333333333333337,0.269680436476996,0.19246861924686165,0.15691609977324264,0.512287334593573,0,0
0.30000000000000004,4,1,3,0,0,0,0,1,0,0.0588235294117647,1.0,0.0,1,1.0,0.4844115354637495,0.6150627615062758,0.9820861678004534,1.0,0,0
0.08571428571428574,9,1,6,0,2,2,0,9,3,0.029411764705882353,0.1,0.16666666666666666,2,0.0,0.06936866718627499,0.8786610878661085,0.03061224489795919,0.20378071833648193,1,1
0.2142857142857143,0,2,6,0,2,0,0,6,2,0.0,1.0,0.0,1,0.33333333333333337,0.269680436476996,0.19246861924686165,0.15691609977324264,0.512287334593573,0,0
0.5714285714285714,2,0,6,0,0,0,1,4,2,0.029411764705882353,1.0,0.0,1,1.0,0.8823070927513612,0.37656903765690375,0.9594104308390022,1.0,0,0
0.15714285714285714,0,2,6,0,2,0,1,4,0,0.7647058823529411,1.0,0.0,1,1.0,0.8823070927513612,0.37656903765690375,0.9804988662131519,1.0,0,0
0.18571428571428572,0,1,6,0,2,0,0,1,2,0.0,1.0,0.0,1,1.0,0.4844115354637495,0.6150627615062758,0.9816326530612244,1.0,0,0
0.12857142857142856,0,1,6,0,0,0,1,6,4,0.11764705882352941,1.0,0.0,1,0.9375,0.6987529228370946,0.6025104602510458,0.9573696145124716,0.8597353497164448,0,0
0.6,0,0,5,0,2,0,0,9,4,0.0,1.0,0.16666666666666666,0,0.4791666666666667,0.7786438035853394,0.5564853556485354,0.05691609977324261,0.0,1,0
0.5285714285714286,2,1,5,0,2,2,0,8,1,0.0,1.0,0.3333333333333333,0,0.0,0.08963367108339071,1.0,0.023582766439909336,0.20378071833648193,0,0
0.27142857142857146,1,1,2,0,2,0,0,6,4,0.029411764705882353,1.0,0.0,1,0.33333333333333337,0.269680436476996,0.19246861924686165,0.15850340136054422,0.512287334593573,0,0
0.48571428571428577,0,1,7,0,2,0,1,0,4,0.0,0.2,0.16666666666666666,2,0.33333333333333337,0.6032735775525992,0.6778242677824264,0.0043083900226757454,0.17051039697542336,1,1
0.4,7,1,3,0,2,0,0,0,1,0.0,1.0,0.0,1,0.33333333333333337,0.3406079501169117,0.15481171548117123,0.17460317460317462,0.512287334593573,0,0
